student_key,course_key,stage,fold,baseline_risk,decision_threshold,status,top_action_id,top_counterfactual_risk,top_risk_reduction,top_utility_score,selected_action_count,selected_workload_minutes,reference_profile_id,fallback_reasons,threshold_crossed
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,MIDDLE_50,0,0.04248238727450371,0.4668826162815094,POLICY_FALLBACK,,,,,3,140,oulad_ref_c1c14dcfbc633be4eee6bd4e,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,MIDDLE_50,0,0.06115065887570381,0.4668826162815094,POLICY_FALLBACK,,,,,3,140,oulad_ref_230ae3b93a914b8e482104ff,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,MIDDLE_50,0,0.06849758327007294,0.4668826162815094,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.057562489062547684,0.010935094207525253,0.0027981078308661153,3,140,oulad_ref_6476e5eba38a1dc5dfff61c5,[],False
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,MIDDLE_50,0,0.9981189966201782,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.8109951019287109,0.18712389469146729,0.03750147928289316,4,165,oulad_ref_460a0cad5067a695521503f8,[],False
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,MIDDLE_50,0,0.6188541054725647,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.3990992605686188,0.21975484490394592,0.004333386430481578,4,345,oulad_ref_a5e3d4774f176259455b9acf,[],True
00b5052a771863a13a5aa2a2c365e9917b9dfd3a6ac48f19773cced4d88fe225,DDD-2013B,MIDDLE_50,0,0.256743460893631,0.4668826162815094,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.2229447364807129,0.03379872441291809,0.0024092776108161507,3,140,oulad_ref_e4c75c1bf57f12c70e36def6,[],False
005c679982adf18290cacbda4f5beb750d95351c6d78ff8b38970c174197b9b6,DDD-2013J,MIDDLE_50,0,0.3921383321285248,0.4668826162815094,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.3568896949291229,0.035248637199401855,0.00047704541379017866,2,110,oulad_ref_01276d970aac0b771bbacdf8,[],False
0038321eecb17e3b9f59b3158a0af3a1862b289f06e7fd0cddc067d9a19cabff,DDD-2014B,MIDDLE_50,0,0.9989703893661499,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.9813511967658997,0.017619192600250244,0.01017466979762915,4,180,oulad_ref_a364aad05a6a45eee335cd7f,[],False
0117f0ab12e819e098c4fb48a6d49b11dc968039e9fc4dff590122dc6e1583ea,EEE-2013J,MIDDLE_50,0,0.07707343250513077,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.06463325023651123,0.012440182268619537,0.0050442254584942454,3,140,oulad_ref_84cb3b7a1b20a0a313de4277,[],False
0077a5f19764eac4d160a7d5c8c1d90bd06748a7f0e223b92e2867711044a67e,EEE-2014B,MIDDLE_50,0,0.21822509169578552,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.1326480358839035,0.08557705581188202,0.01386842593459986,4,345,oulad_ref_6c18076a393df289f952bee4,[],False
00321a5d31b9d7796871e715e80d2631a4001c86ed0041cfb62cf717fb4d4d89,FFF-2013B,MIDDLE_50,0,0.08044522255659103,0.4668826162815094,COUNTERFACTUAL_SCORED,LEARNING_CONSOLIDATION,0.06751736998558044,0.01292785257101059,0.003083313309653093,2,110,oulad_ref_7b987ca66ecbd8c48174ef6b,[],False
004f3aa59cff1fcb1117bb8a1d6a430e73bbda39c46bc0e5a43708cdd9b02bef,FFF-2013J,MIDDLE_50,0,0.9251850843429565,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.8006687164306641,0.12451636791229248,0.0231941912195497,4,180,oulad_ref_a59d0032bbcf527ed36d1206,[],False
004539ce8f60d0767a8678b7f3baf9c833744bdb66cf50e10e743f48e544b89a,FFF-2014B,MIDDLE_50,0,0.9400255084037781,0.4668826162815094,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.7299134731292725,0.21011203527450562,0.01331364314822436,4,345,oulad_ref_a06c56f826e8152e984d9bdd,[],False
003bd3ac1bb6c91c5cf00e7f4de49f6959c687fc1d8cbda73b514b87ca0d916a,GGG-2013J,MIDDLE_50,0,0.12358526885509491,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.11304782330989838,0.010537445545196533,0.0032344367870779677,3,140,oulad_ref_161dba0355acbf59b83fdf5a,[],False
0311157d0bc5909d756e5ca961120e773e82c3505b5133b798a09d3c4ec261a8,GGG-2014B,MIDDLE_50,0,0.07738983631134033,0.4668826162815094,POLICY_FALLBACK,,,,,2,110,oulad_ref_8ab48f6cab394c6a59d7fa34,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
04e8fcc168100c1978d02d8dc570ada6c1a31fe5c8047bb4d6644e72c4c2dcf9,AAA-2013J,MIDDLE_50,0,0.2869989275932312,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.24960418045520782,0.037394747138023376,0.003370190266529124,3,140,oulad_ref_c1c14dcfbc633be4eee6bd4e,[],False
007a394da4a1b7a776605e6280381de13728c7f47f4422182dcd780a70ed51aa,BBB-2013B,MIDDLE_50,0,0.23413872718811035,0.4668826162815094,COUNTERFACTUAL_SCORED,LEARNING_CONSOLIDATION,0.2237880527973175,0.010350674390792847,0.0008895099478150954,4,230,oulad_ref_230ae3b93a914b8e482104ff,[],False
0140ea6d244bd20f3224646a7df6c7c6b1f35eb297744779bdbf3334ee8d043e,BBB-2013J,MIDDLE_50,0,0.1300261914730072,0.4668826162815094,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.09704860299825668,0.03297758847475052,0.0058369011056018365,2,110,oulad_ref_6476e5eba38a1dc5dfff61c5,[],False
0054cf7a59d83f85a264fb7c0b84894b4e91f66e19da59842a6420afed5619ba,BBB-2014B,MIDDLE_50,0,0.9907641410827637,0.4668826162815094,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.8197711706161499,0.17099297046661377,0.03641267956077026,4,165,oulad_ref_460a0cad5067a695521503f8,[],False
