student_key,course_key,stage,fold,action_id,utility_status,baseline_risk,counterfactual_risk,risk_reduction,utility_score,evidence_strength,uncertainty_penalty,workload_minutes,selected_in_plan,reason_codes,reference_profile_id
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,MIDDLE_50,0,PROGRESS_MONITORING,REJECTED,0.04248238727450371,0.04248238727450371,0.0,0.0,1.0,0.7464397219640361,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_c1c14dcfbc633be4eee6bd4e
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,MIDDLE_50,0,STUDY_SCHEDULE,REJECTED,0.04248238727450371,0.037839747965335846,0.004642639309167862,0.0,1.0,0.7464397219640361,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_c1c14dcfbc633be4eee6bd4e
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,MIDDLE_50,0,VLE_ENGAGEMENT,REJECTED,0.04248238727450371,0.03370300680398941,0.008779380470514297,0.0,1.0,0.7464397219640361,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_c1c14dcfbc633be4eee6bd4e
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,MIDDLE_50,0,PROGRESS_MONITORING,REJECTED,0.06115065887570381,0.06115065887570381,0.0,0.0,1.0,0.668004196324313,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_230ae3b93a914b8e482104ff
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,MIDDLE_50,0,STUDY_SCHEDULE,REJECTED,0.06115065887570381,0.05785704776644707,0.0032936111092567444,0.0,1.0,0.668004196324313,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_230ae3b93a914b8e482104ff
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,MIDDLE_50,0,VLE_ENGAGEMENT,REJECTED,0.06115065887570381,0.05572117492556572,0.005429483950138092,0.0,1.0,0.668004196324313,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_230ae3b93a914b8e482104ff
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,MIDDLE_50,0,VLE_ENGAGEMENT,RANKED,0.06849758327007294,0.057562489062547684,0.010935094207525253,0.0027981078308661153,1.0,0.6397082132453255,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_6476e5eba38a1dc5dfff61c5
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,MIDDLE_50,0,PROGRESS_MONITORING,REJECTED,0.06849758327007294,0.06849758327007294,0.0,0.0,1.0,0.6397082132453255,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_6476e5eba38a1dc5dfff61c5
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,MIDDLE_50,0,STUDY_SCHEDULE,REJECTED,0.06849758327007294,0.06016245484352112,0.008335128426551819,0.0,1.0,0.6397082132453255,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_6476e5eba38a1dc5dfff61c5
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,MIDDLE_50,0,STUDY_SCHEDULE,RANKED,0.9981189966201782,0.8109951019287109,0.18712389469146729,0.03750147928289316,1.0,0.3006148360533498,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_460a0cad5067a695521503f8
