recommendation_instance_id,prediction_snapshot_id,recommendation_revision_id,recommendation_review_status,predicted_class_name,n0_r0_agreement,predictive_entropy,max_model_score,seed_disagreement,trajectory,policy_version,active
d8644aea7fcc180a383d1738,fd8d194441f6bd2deb2c1515,7baece1756c62c1d82dca4dc,advisor_review_required,Low,True,0.1425883407074591,0.968025385922112,0.0,1.0,strategy_b_governed_learning_path_v1,False
bd254bea588e56b3cf978b2d,b799fc8a548982f25f759190,0a5b0bd4878bcce5de586886,advisor_review_required,High,False,0.6958772918323262,0.6056403887135908,0.4,-1.0,strategy_b_governed_learning_path_v1,False
6b85bd049ec136af69f33821,478b8b693beaf1f3f46ab308,b71c348e83c47fc08a69133c,advisor_review_required,Medium,True,0.7001394313072715,0.5298137809340618,0.6,4.0,strategy_b_governed_learning_path_v1,False
ccdb397908bdcff552e1ae3e,99c86c3246d35e4a86f4b79d,220abb16121aaf1a8eaee4a9,advisor_review_required,High,True,0.2585900818478668,0.929752705820255,0.0,0.0,strategy_b_governed_learning_path_v1,False
6950eae49a1bff0873a81ccd,d27c025f6019917d9dc23f44,e1095a12fba782e4f3342351,advisor_review_required,Medium,True,0.18390180969260642,0.962933643143262,0.0,0.0,strategy_b_governed_learning_path_v1,False
d7f2fc9c4d61f2b584223338,4315306d15a280ad166686a3,fe2f42e5dad237a92a7d55c0,advisor_review_required,High,True,0.11188611608382976,0.9769043106280753,0.0,2.0,strategy_b_governed_learning_path_v1,False
4ed040f46b6bb617a5c63928,fe4ead08f98117cdb25bb9cb,0543083ab34764b702e39c71,advisor_review_required,Low,True,0.4016409793129723,0.8696732686145575,0.0,-2.0,strategy_b_governed_learning_path_v1,False
f4ec69205cd03474a20ae849,2f118d9b84e67cc23c99e136,b5555a7390dfd95ccfadb486,advisor_review_required,Medium,True,0.17177573094698284,0.9645762914696288,0.0,2.0,strategy_b_governed_learning_path_v1,False
0846b14ed9ecea61327b70e9,679b7552d7a9114c9ac1aaca,452c774ffedd9063f8c4141c,advisor_review_required,Medium,True,0.5528803766412443,0.7710965291186582,0.0,0.0,strategy_b_governed_learning_path_v1,False
4c4f1ba38bd24315b761c808,ff5c6b78820f2e6b396d25a6,14e526cd4348e771c17649f2,advisor_review_required,High,True,0.4472476663160495,0.8452330067988113,0.0,2.0,strategy_b_governed_learning_path_v1,False
49aeb9cf9a48383c2ac7d059,3a3f211c748c99379251a6d9,0d81c37eb5e77dc36f5cb186,advisor_review_required,Medium,True,0.714304331296555,0.5708440669163063,0.4,0.0,strategy_b_governed_learning_path_v1,False
a3e6009a859834ee57b0b4ec,e171b140b1b9c95bf67740a6,69d25b6d4755b96412ca16b8,advisor_review_required,Medium,True,0.4467924894482198,0.8652157801646521,0.0,1.0,strategy_b_governed_learning_path_v1,False
7422aa164edcac2ba589e108,3aed0d107733fcbe6d4e9c18,60dd2c8122b21c040f754c59,advisor_review_required,Low,False,0.7185189140819029,0.529862882463285,0.4,2.0,strategy_b_governed_learning_path_v1,False
bda34be5675c2f248331a8d4,4c47be104fa5653fa1c038ad,96446c503de583bd4773119f,advisor_review_required,Low,True,0.19705252399315704,0.9558966684645476,0.0,-1.0,strategy_b_governed_learning_path_v1,False
a1e01dc51aa189cda598f6aa,19ef107281ed702f09b3ec0b,998e2f6fe25feead25811b2a,advisor_review_required,Low,False,0.7185189140819029,0.529862882463285,0.4,2.0,strategy_b_governed_learning_path_v1,False
dd66b9a9850c3d7fd84fe4e8,0aa2fe636f8f5636c41489a8,61ceeb47a8bfab2b642a07df,advisor_review_required,Medium,True,0.4467924894482198,0.8652157801646521,0.0,1.0,strategy_b_governed_learning_path_v1,False
33d81bc79f0342eaec01b031,b16ad5c2dfec98d5fe3538f5,a69fd01f10bf2a3f9d775596,advisor_review_required,Medium,False,0.701669871292925,0.5845267975523964,0.2,3.0,strategy_b_governed_learning_path_v1,False
dcf35568d8e7847dbe41ebd7,e67b3b5e51aa9fbbca31efd5,8387e12458077ce643e40996,advisor_review_required,High,True,0.432552104566852,0.8584775354708698,0.0,0.0,strategy_b_governed_learning_path_v1,False
5fd37de84ede35d924b9288b,bc7c163411e57c92eaf291cc,90e6eaf5549272e6f6c414f4,advisor_review_required,Medium,True,0.3009707965721917,0.9216667563883,0.0,0.0,strategy_b_governed_learning_path_v1,False
d2ce9f55b9721c136ddd4ac9,9c3cb9ab7fb4300e56379ff2,2543fda80aaa9c2eaaab4efa,advisor_review_required,Medium,False,0.7273192148942156,0.509529016072411,0.4,-1.0,strategy_b_governed_learning_path_v1,False
7592d121a271ec6c60ff5ed4,64be0a245c879f4d07ef56e0,b65c394973383b818ea883fe,advisor_review_required,Low,True,0.613111130914319,0.7120719743525067,0.0,3.0,strategy_b_governed_learning_path_v1,False
b0871af43d66a8a088b94f4b,efffe391172dddbf1cea2ce3,100a7ec079972e00d31ed348,advisor_review_required,Medium,True,0.18390180969260642,0.962933643143262,0.0,0.0,strategy_b_governed_learning_path_v1,False
35467b8b5f8ecea609159429,29a9c631240e0437f3e422d4,c0480d31376c89eb1d0fbe6f,advisor_review_required,High,True,0.2936586484151684,0.9147150518112197,0.0,1.0,strategy_b_governed_learning_path_v1,False
64e287ac5e7190e07de88135,d72a81462e1d93f59ff123ca,fe8302cdab5ce57fe7ba640a,advisor_review_required,Medium,True,0.23192011873640697,0.9477670801168563,0.0,2.0,strategy_b_governed_learning_path_v1,False
63f6fc123d86b5d7b65c693b,dd992482710b2dbda57a1643,0edc9db609c4aa8c75050181,advisor_review_required,High,True,0.2878971713373728,0.919917461254327,0.0,-1.0,strategy_b_governed_learning_path_v1,False
21fac501529502635c7a26bc,b41e4190374959f7ba5e87da,72537ea38271daa2ad8fbda2,advisor_review_required,High,True,0.1259301671417969,0.9729674238093384,0.0,-1.0,strategy_b_governed_learning_path_v1,False
da06f8b72909b9a7ee4fa9ff,496b2e3ec35abaaf53db7754,a90817bcb7cb7ecf35838d61,advisor_review_required,Medium,True,0.6617226677749923,0.6457158340713887,0.0,2.0,strategy_b_governed_learning_path_v1,False
7e5df9178c5d95ecb5f34f43,a1fc0988c21fc17d8d165aaa,a3b758c1627ca0e72896a223,advisor_review_required,Medium,True,0.5204503901188007,0.800469099364918,0.0,2.0,strategy_b_governed_learning_path_v1,False
528547e8221314519893e476,baabde9b6d11810908c7384c,7a189369fa608506b79b9503,advisor_review_required,Low,True,0.25349590032337277,0.9308572457592152,0.0,-1.0,strategy_b_governed_learning_path_v1,False
0597e9c147362adb42d45f41,e6951a0e8f4a977c0d13fb3e,7e6cf4a3fd6106c144b3b196,advisor_review_required,High,True,0.2936586484151684,0.9147150518112197,0.0,1.0,strategy_b_governed_learning_path_v1,False
c6e37cff19de9f84d8c79bdc,70353777f809ea4936ad600c,546a179d2da767dcf784c5ad,advisor_review_required,High,True,0.1609646633104147,0.96276149691367,0.0,1.0,strategy_b_governed_learning_path_v1,False
3629913c1d6aa329338107b9,4a94cacf461628d471b70b85,eb353bcbe7f87c7040e31097,advisor_review_required,Medium,True,0.1823351906266981,0.9633967920872373,0.0,0.0,strategy_b_governed_learning_path_v1,False
eb1086924b137a3ec2d04b28,58d5df8b2bd4f238b75d079c,0fb1ff74c37f3ea590b24c9e,advisor_review_required,Medium,True,0.44460654081689366,0.8498041738355745,0.0,-1.0,strategy_b_governed_learning_path_v1,False
008e8839b45cd59ce8f352d9,9e7e227b54862322cc06ef7e,21e69a6042863ba88291efaa,advisor_review_required,Medium,True,0.6929098448408003,0.5593030697330643,0.4,3.0,strategy_b_governed_learning_path_v1,False
4b331ede511e5bbf05fbb99d,614a4fec4a39ee11356d85fa,9b3fd7b1f3926c36ebdd5d89,advisor_review_required,Medium,True,0.1036788417670143,0.981768120018198,0.0,0.0,strategy_b_governed_learning_path_v1,False
425a5171c7ea74956d8edf65,8ab0b9661a8e03efea25c7e4,a830a7ad53a55de27eb74623,advisor_review_required,High,True,0.08337651482151942,0.9839919676845558,0.0,-1.0,strategy_b_governed_learning_path_v1,False
b75b5886c0db9c31ac9cc29b,0ae4eecebffe1c16f8fdec85,272ca3d0e4935bb43c5d25ad,advisor_review_required,Low,True,0.4349961981167353,0.8450212160260773,0.0,0.0,strategy_b_governed_learning_path_v1,False
2797d6e85fde71ee4176ccf2,aa7801222ebdb9412d6ba03b,ddabe014615f5fe92d1ee99b,advisor_review_required,Medium,True,0.5034365181030341,0.8071382342260229,0.0,0.0,strategy_b_governed_learning_path_v1,False
f021fe0c49e3a38e0fe678f3,369cb5e99c7b2fff75594bbf,a22a4973e7b9a8039c259dae,advisor_review_required,Low,True,0.46856901184693234,0.8285674213100439,0.0,0.0,strategy_b_governed_learning_path_v1,False
f4fb13f55ea431389572eb2b,3208a12b2964ad4737394e26,af772cd2468252b5394e33d1,advisor_review_required,Medium,True,0.1920759882910808,0.9606547848229203,0.0,1.0,strategy_b_governed_learning_path_v1,False
438733a851ab7514da0249ec,481ff66ef06930452ab46d8b,14536c49cd0ca3d085b6378a,advisor_review_required,High,True,0.20359437151184154,0.9504296430879432,0.0,0.0,strategy_b_governed_learning_path_v1,False
7bde2d9505d931d34b6c727b,2a6efce4aac2819ca69b56f5,4ae9c0f5fb897a87d5738bb1,advisor_review_required,High,True,0.4627860735982276,0.8355847119760389,0.0,0.0,strategy_b_governed_learning_path_v1,False
3f34b7b96457176b97aec108,5bcdf93e119bd645ee6249b3,aaff472587baa2b95259337f,advisor_review_required,Low,True,0.27802242294828067,0.920761028060159,0.0,0.0,strategy_b_governed_learning_path_v1,False
8be5fd53b0442b97610c5285,1593ece52a60ee6e63b743c2,b96e49e3e0861955f0b2d01d,advisor_review_required,Medium,True,0.29192384897217527,0.9252714413650486,0.0,1.0,strategy_b_governed_learning_path_v1,False
d04f845cc63d8e20c4d0f246,38443b6dcd63baae7542a3ee,31f96e946523e873d2da8ee0,advisor_review_required,Medium,True,0.24819992684146874,0.9444898521501243,0.0,2.0,strategy_b_governed_learning_path_v1,False
aaa03fbb58581adb259a49fa,12859b413b3e4f3fc05404f4,46cb427b9d180bf11b36b74a,advisor_review_required,Medium,True,0.30537917373018164,0.9213317915308435,0.0,0.0,strategy_b_governed_learning_path_v1,False
00906b547135d6d24ab9aa12,07128f8b30b273a0a6a9d045,a9d3080853eaec3ced996346,advisor_review_required,High,True,0.5791907780589669,0.7664469948087963,0.0,1.0,strategy_b_governed_learning_path_v1,False
e52418eae200a4788bb33dc7,4e7f91314036fc86fb8f09a2,edeb4262bab52a622262784f,advisor_review_required,Medium,True,0.6225693605503252,0.7010174093429453,0.2,1.0,strategy_b_governed_learning_path_v1,False
713c39cb2b511f302823a04c,ea18aaf7ef23886b3f0b8bdd,e7a08f448c265bdb14aaf468,advisor_review_required,Medium,True,0.3720486563639385,0.8866387378489277,0.0,1.0,strategy_b_governed_learning_path_v1,False
0e67374830a1f2aef70de67f,e8cd39d0c6a8ec79503aa543,7459ae0a61e032c00a7c69c2,advisor_review_required,Low,True,0.5230860296841132,0.785099680128017,0.0,-2.0,strategy_b_governed_learning_path_v1,False
c5375527746712d50f8ab172,9a64d329fbe2579f14b2042e,03a282977305a002cf578275,advisor_review_required,Medium,True,0.6663660455520087,0.6364613814861255,0.2,2.0,strategy_b_governed_learning_path_v1,False
f384bc5d635a130a1cc28a34,a11e926a5eb4b46d4f06b47c,f4e2d1402d670775fc670717,advisor_review_required,Low,True,0.6982305762856676,0.5098730601690241,0.4,-1.0,strategy_b_governed_learning_path_v1,False
9bb22233bcad044e5ba40122,a98321db594cc27022762b3c,b00d2374919883d7f3f11ca5,advisor_review_required,Medium,True,0.5459384205469179,0.7702998212853343,0.0,0.0,strategy_b_governed_learning_path_v1,False
005515130c8a153ddeee265e,a9c3d08735be20ad12458978,a2545a7ab6a48d3f37456983,advisor_review_required,High,True,0.2890006363894144,0.9165862766126492,0.0,-1.0,strategy_b_governed_learning_path_v1,False
566ddbf405555ea770f101d4,f71dccaaf0fc1af35c58fdc0,b80ffd7afbe5dbe76b4dc6bf,advisor_review_required,Medium,True,0.31216890672807324,0.9175988827950521,0.0,0.0,strategy_b_governed_learning_path_v1,False
da0ba421f6a3e3cdeafc84f2,ea43d7e130d5ce317f380dba,889c34239f8230a940e12487,advisor_review_required,Low,True,0.6606948780150117,0.640251811871887,0.0,1.0,strategy_b_governed_learning_path_v1,False
7a6d28dd54059364592fa733,47caaa53e35108d649e1efd7,86cedc9b0d3d6bbf5d3fa3e4,advisor_review_required,High,True,0.48561167894323987,0.8165750062753606,0.0,2.0,strategy_b_governed_learning_path_v1,False
9dbd4867042374367be39670,58da158dbb7981f88a145593,0dc3464821bb4769bae06ec2,advisor_review_required,Medium,True,0.5528803766412443,0.7710965291186582,0.0,0.0,strategy_b_governed_learning_path_v1,False
