student_key,course_key,stage,fold,action_id,utility_status,baseline_risk,counterfactual_risk,risk_reduction,utility_score,evidence_strength,uncertainty_penalty,workload_minutes,selected_in_plan,reason_codes,reference_profile_id
00653be3a661a3fef7546d6812517d2ff4ea2c0fa9549f976215facc01a27225,AAA-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.03218824416399002,0.03218824416399002,0.0,0.0,1.0,0.7947502290328456,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_15464ac3fc010f95d7b43072
00653be3a661a3fef7546d6812517d2ff4ea2c0fa9549f976215facc01a27225,AAA-2013J,LATE_75,1,VLE_ENGAGEMENT,REJECTED,0.03218824416399002,0.024096619337797165,0.008091624826192856,0.0,1.0,0.7947502290328456,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_15464ac3fc010f95d7b43072
00b20917d6ef98231dda3aa9e036bfb99c5f7abe325e878b2d94a0942619ae6c,BBB-2013B,LATE_75,1,LEARNING_CONSOLIDATION,REJECTED,0.09061408042907715,0.09061408042907715,0.0,0.0,1.0,0.5614837963095365,90,True,STATE_ALREADY_MEETS_TENSOR_TARGET,oulad_ref_cb9e1ff879571d57c743169f
00b20917d6ef98231dda3aa9e036bfb99c5f7abe325e878b2d94a0942619ae6c,BBB-2013B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.09061408042907715,0.09061408042907715,0.0,0.0,1.0,0.5614837963095365,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_cb9e1ff879571d57c743169f
0064d28063ad79549a6d6bba4c42d7202006b0f70d6f04920e224c509dae764e,BBB-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.03262564539909363,0.03262564539909363,0.0,0.0,1.0,0.792606895246468,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_3f383b78ea4ff08d4698b8e3
0064d28063ad79549a6d6bba4c42d7202006b0f70d6f04920e224c509dae764e,BBB-2013J,LATE_75,1,STUDY_SCHEDULE,REJECTED,0.03262564539909363,0.031243007630109787,0.001382637768983841,0.0,1.0,0.792606895246468,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_3f383b78ea4ff08d4698b8e3
0064d28063ad79549a6d6bba4c42d7202006b0f70d6f04920e224c509dae764e,BBB-2013J,LATE_75,1,VLE_ENGAGEMENT,REJECTED,0.03262564539909363,0.030082320794463158,0.0025433246046304703,0.0,1.0,0.792606895246468,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_3f383b78ea4ff08d4698b8e3
00b015dbd91d6efbd3786ea6b3d6f60b1cd25ca78407567eedfb6d0bbbf34609,CCC-2014B,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.30668240785598755,0.21489080786705017,0.09179159998893738,0.004064288352181302,1.0,0.11069336280964504,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_7e49a84c87fd002564076ad3
00b015dbd91d6efbd3786ea6b3d6f60b1cd25ca78407567eedfb6d0bbbf34609,CCC-2014B,LATE_75,1,RETRIEVAL_PRACTICE,RANKED,0.30668240785598755,0.260581910610199,0.046100497245788574,0.0022680084743702737,1.0,0.11069336280964504,75,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_7e49a84c87fd002564076ad3
00b015dbd91d6efbd3786ea6b3d6f60b1cd25ca78407567eedfb6d0bbbf34609,CCC-2014B,LATE_75,1,ASSESSMENT_COMPLETION,REJECTED,0.30668240785598755,0.30582863092422485,0.0008537769317626953,0.0,1.0,0.11069336280964504,150,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_7e49a84c87fd002564076ad3
00b015dbd91d6efbd3786ea6b3d6f60b1cd25ca78407567eedfb6d0bbbf34609,CCC-2014B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.30668240785598755,0.30668240785598755,0.0,0.0,1.0,0.11069336280964504,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_7e49a84c87fd002564076ad3
0045f07916f0473b07648de3f053bafa214d41735ebe861e57250797d925d575,DDD-2013B,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.2635107636451721,0.202843576669693,0.060667186975479126,0.004076881986144099,1.0,0.16800193767810268,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_41933f7b429d210ae82db11e
0045f07916f0473b07648de3f053bafa214d41735ebe861e57250797d925d575,DDD-2013B,LATE_75,1,STUDY_SCHEDULE,RANKED,0.2635107636451721,0.23648841679096222,0.0270223468542099,0.003026537754744697,1.0,0.16800193767810268,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_41933f7b429d210ae82db11e
0045f07916f0473b07648de3f053bafa214d41735ebe861e57250797d925d575,DDD-2013B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.2635107636451721,0.2635107636451721,0.0,0.0,1.0,0.16800193767810268,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_41933f7b429d210ae82db11e
0057ea50422b4930a551554925b22c7d1b0c8e0353bc4ccd8fa59f6a99f4f13d,DDD-2013J,LATE_75,1,STUDY_SCHEDULE,RANKED,0.3562811315059662,0.1836877167224884,0.17259341478347778,0.006955179038510728,1.0,0.06044708351621775,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_484c90ebb0c277154ae9335f
0057ea50422b4930a551554925b22c7d1b0c8e0353bc4ccd8fa59f6a99f4f13d,DDD-2013J,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.3562811315059662,0.1233123168349266,0.23296881467103958,0.005632914158837834,1.0,0.06044708351621775,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_484c90ebb0c277154ae9335f
0057ea50422b4930a551554925b22c7d1b0c8e0353bc4ccd8fa59f6a99f4f13d,DDD-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.3562811315059662,0.3562811315059662,0.0,0.0,1.0,0.06044708351621775,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_484c90ebb0c277154ae9335f
00211541c8a06f678d48338157a3f0123905906a0e34489836f440870ab33506,DDD-2014B,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.16943331062793732,0.1256416141986847,0.043791696429252625,0.006018611898035447,1.0,0.34359321451264024,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_b6e26b5e839c774fa7194224
00211541c8a06f678d48338157a3f0123905906a0e34489836f440870ab33506,DDD-2014B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.16943331062793732,0.16943331062793732,0.0,0.0,1.0,0.34359321451264024,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_b6e26b5e839c774fa7194224
00211541c8a06f678d48338157a3f0123905906a0e34489836f440870ab33506,DDD-2014B,LATE_75,1,STUDY_SCHEDULE,REJECTED,0.16943331062793732,0.16406387090682983,0.005369439721107483,0.0,1.0,0.34359321451264024,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_b6e26b5e839c774fa7194224
0056a8099ad8159b86dc3f77feb1f426bcecb29a5ccb7e71f5edd9e375e5246d,EEE-2013J,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.04020795226097107,0.024961072951555252,0.015246879309415817,0.0046152616771808225,1.0,0.7567551338736306,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_c2ca5d90bcf7c9dce358555f
0056a8099ad8159b86dc3f77feb1f426bcecb29a5ccb7e71f5edd9e375e5246d,EEE-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.04020795226097107,0.04020795226097107,0.0,0.0,1.0,0.7567551338736306,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_c2ca5d90bcf7c9dce358555f
0056a8099ad8159b86dc3f77feb1f426bcecb29a5ccb7e71f5edd9e375e5246d,EEE-2013J,LATE_75,1,STUDY_SCHEDULE,REJECTED,0.04020795226097107,0.030392548069357872,0.009815404191613197,0.0,1.0,0.7567551338736306,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_c2ca5d90bcf7c9dce358555f
0334265e11790044c248d6231f8452d06347df8207cabd2d31ce3f566a38c84d,EEE-2014B,LATE_75,1,STUDY_SCHEDULE,RANKED,0.675357460975647,0.338792622089386,0.336564838886261,0.01712921530809686,1.0,0.07634137614365677,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_9cc8079c7b463f3d3a7aa7d4
0334265e11790044c248d6231f8452d06347df8207cabd2d31ce3f566a38c84d,EEE-2014B,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.675357460975647,0.2555778920650482,0.41977956891059875,0.015219732502373639,1.0,0.0906412176149467,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_9cc8079c7b463f3d3a7aa7d4
0334265e11790044c248d6231f8452d06347df8207cabd2d31ce3f566a38c84d,EEE-2014B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.675357460975647,0.675357460975647,0.0,0.0,1.0,0.0906412176149467,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_9cc8079c7b463f3d3a7aa7d4
0080d0c7a5169933cda6d1a4bb1467f7594c6c7c66db8e2317f27bb75916c080,FFF-2013B,LATE_75,1,LEARNING_CONSOLIDATION,REJECTED,0.018760262057185173,0.018760262057185173,0.0,0.0,1.0,0.8655779731246643,90,True,STATE_ALREADY_MEETS_TENSOR_TARGET,oulad_ref_0a8f44b1c6fc634c89bbf2cc
0080d0c7a5169933cda6d1a4bb1467f7594c6c7c66db8e2317f27bb75916c080,FFF-2013B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.018760262057185173,0.018760262057185173,0.0,0.0,1.0,0.8655779731246643,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_0a8f44b1c6fc634c89bbf2cc
003ee394695a61a73909c919680a4623a943f5b4be4cd7fa6dcf96f8ceda8f2d,FFF-2013J,LATE_75,1,LEARNING_CONSOLIDATION,REJECTED,0.018536049872636795,0.01875876635313034,-0.00022271648049354553,0.0,1.0,0.8655865077637134,90,True,MODEL_ESTIMATED_RISK_INCREASE,oulad_ref_8528b983bfdd934a0e5f0e24
003ee394695a61a73909c919680a4623a943f5b4be4cd7fa6dcf96f8ceda8f2d,FFF-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.018536049872636795,0.018536049872636795,0.0,0.0,1.0,0.8668599747998584,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_8528b983bfdd934a0e5f0e24
002a1ff97b560c8466404aeca59ed223e258b2fc650f96b2ad43b7cfe78952a3,FFF-2014B,LATE_75,1,LEARNING_CONSOLIDATION,RANKED,0.38599103689193726,0.3484479784965515,0.03754305839538574,0.0005681969554185635,1.0,0.03783635242463346,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_0d71291e6797bc4fcb42e179
002a1ff97b560c8466404aeca59ed223e258b2fc650f96b2ad43b7cfe78952a3,FFF-2014B,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.38599103689193726,0.38599103689193726,0.0,0.0,1.0,0.03783635242463346,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_0d71291e6797bc4fcb42e179
01ebe743f5353cb9e8149e9c12c3d1670258c4c43f0069654e98007bf03e6457,GGG-2013J,LATE_75,1,STUDY_SCHEDULE,RANKED,0.21719560027122498,0.11989027261734009,0.09730532765388489,0.015892318667636622,1.0,0.24498635970117089,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_71eee815d173b79588483512
01ebe743f5353cb9e8149e9c12c3d1670258c4c43f0069654e98007bf03e6457,GGG-2013J,LATE_75,1,VLE_ENGAGEMENT,RANKED,0.21719560027122498,0.11213793605566025,0.10505766421556473,0.010295077885951668,1.0,0.24498635970117089,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_71eee815d173b79588483512
01ebe743f5353cb9e8149e9c12c3d1670258c4c43f0069654e98007bf03e6457,GGG-2013J,LATE_75,1,PROGRESS_MONITORING,REJECTED,0.21719560027122498,0.21719560027122498,0.0,0.0,1.0,0.24498635970117089,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_71eee815d173b79588483512
