student_key,course_key,stage,fold,baseline_risk,decision_threshold,status,top_action_id,top_counterfactual_risk,top_risk_reduction,top_utility_score,selected_action_count,selected_workload_minutes,reference_profile_id,fallback_reasons,threshold_crossed
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,LATE_75,0,0.024013081565499306,0.45466622710227966,POLICY_FALLBACK,,,,,3,140,oulad_ref_06cb1e60af6a65f386dc8805,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,LATE_75,0,0.03483348712325096,0.45466622710227966,POLICY_FALLBACK,,,,,2,110,oulad_ref_ec41094e2aa5e37ba0e0eaf5,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,LATE_75,0,0.021742962300777435,0.45466622710227966,POLICY_FALLBACK,,,,,3,140,oulad_ref_4ff0349ab32bd3cc521966be,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,LATE_75,0,0.9989973306655884,0.45466622710227966,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.7978942394256592,0.2011030912399292,0.03671878397137683,4,165,oulad_ref_1738c782a68a6dcacc04e1e9,[],False
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,LATE_75,0,0.5627313256263733,0.45466622710227966,POLICY_FALLBACK,,,,,0,0,,['POLICY_ABSTAINED'],False
00b5052a771863a13a5aa2a2c365e9917b9dfd3a6ac48f19773cced4d88fe225,DDD-2013B,LATE_75,0,0.15055786073207855,0.45466622710227966,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.12349332869052887,0.027064532041549683,0.004208701489669427,3,140,oulad_ref_d8599581a5c0c5cf5fa721cf,[],False
005c679982adf18290cacbda4f5beb750d95351c6d78ff8b38970c174197b9b6,DDD-2013J,LATE_75,0,0.12811744213104248,0.45466622710227966,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.10276292264461517,0.025354519486427307,0.004540968636410405,2,110,oulad_ref_7cbed679a60b4c1a471108f5,[],False
0038321eecb17e3b9f59b3158a0af3a1862b289f06e7fd0cddc067d9a19cabff,DDD-2014B,LATE_75,0,0.9994034767150879,0.45466622710227966,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.9861706495285034,0.013232827186584473,0.007893604573245611,4,180,oulad_ref_b1f32789cf614b84f03d0905,[],False
0117f0ab12e819e098c4fb48a6d49b11dc968039e9fc4dff590122dc6e1583ea,EEE-2013J,LATE_75,0,0.03415099158883095,0.45466622710227966,POLICY_FALLBACK,,,,,2,110,oulad_ref_312814193c361ed8a66829b6,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
0077a5f19764eac4d160a7d5c8c1d90bd06748a7f0e223b92e2867711044a67e,EEE-2014B,LATE_75,0,0.05537036806344986,0.45466622710227966,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.04506171494722366,0.010308653116226196,0.002850193995593887,2,110,oulad_ref_1f9b5ad8f1ba9160d5f8518f,[],False
00321a5d31b9d7796871e715e80d2631a4001c86ed0041cfb62cf717fb4d4d89,FFF-2013B,LATE_75,0,0.04116059094667435,0.45466622710227966,COUNTERFACTUAL_SCORED,VLE_ENGAGEMENT,0.02989237941801548,0.011268211528658867,0.0033913333435127606,4,230,oulad_ref_016be6481f319739bd8c6113,[],False
00580402ca605ed5eeec46c37e8803dae549d626c8db88456bc5b54ad5e70694,FFF-2013J,LATE_75,0,0.013289799913764,0.45466622710227966,POLICY_FALLBACK,,,,,4,230,oulad_ref_a2a707fad5c1559802d13178,['NO_ACTION_MET_MINIMUM_RISK_REDUCTION'],False
004539ce8f60d0767a8678b7f3baf9c833744bdb66cf50e10e743f48e544b89a,FFF-2014B,LATE_75,0,0.8631026148796082,0.45466622710227966,COUNTERFACTUAL_SCORED,STUDY_SCHEDULE,0.6914533972740173,0.17164921760559082,0.012417266772381814,4,285,oulad_ref_958571a090f4a344bf800bcf,[],False
