student_key,course_key,stage,fold,action_id,utility_status,baseline_risk,counterfactual_risk,risk_reduction,utility_score,evidence_strength,uncertainty_penalty,workload_minutes,selected_in_plan,reason_codes,reference_profile_id
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,EARLY_35,0,PROGRESS_MONITORING,REJECTED,0.049484990537166595,0.049484990537166595,0.0,0.0,1.0,0.715794842835227,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_fee9db3978a891d472c9c133
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,EARLY_35,0,STUDY_SCHEDULE,REJECTED,0.049484990537166595,0.04904226213693619,0.0004427284002304077,0.0,1.0,0.715794842835227,30,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_fee9db3978a891d472c9c133
02a0943dfa576b413abc3dd1ecb733197b9b1a8e7e7539f26a626c8f7205e292,AAA-2013J,EARLY_35,0,VLE_ENGAGEMENT,REJECTED,0.049484990537166595,0.04584226757287979,0.003642722964286804,0.0,1.0,0.715794842835227,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_fee9db3978a891d472c9c133
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,EARLY_35,0,PROGRESS_MONITORING,REJECTED,0.08901438117027283,0.08901438117027283,0.0,0.0,1.0,0.5668285871417253,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_7f92244ef565e446c04de557
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,EARLY_35,0,STUDY_SCHEDULE,REJECTED,0.08901438117027283,0.08945127576589584,-0.00043689459562301636,0.0,1.0,0.5653644128436048,30,True,MODEL_ESTIMATED_RISK_INCREASE,oulad_ref_7f92244ef565e446c04de557
0042fd7c5fbd734a77510033a1908b2cb8c3e5c882f7716ee63757005f905957,BBB-2013B,EARLY_35,0,VLE_ENGAGEMENT,REJECTED,0.08901438117027283,0.08762070536613464,0.0013936758041381836,0.0,1.0,0.5668285871417253,90,True,INSUFFICIENT_MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_7f92244ef565e446c04de557
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,EARLY_35,0,VLE_ENGAGEMENT,RANKED,0.16224101185798645,0.1083470955491066,0.05389391630887985,0.007768401643759892,1.0,0.3603561485139246,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_2d60005a0a43c0f85dadefc4
00ab84aeaea9d9f3c11a6183f10c4246b07b8a5be2142c1ed60f20aa5a92ec4e,BBB-2013J,EARLY_35,0,PROGRESS_MONITORING,REJECTED,0.16224101185798645,0.16224101185798645,0.0,0.0,1.0,0.3603561485139246,20,True,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_2d60005a0a43c0f85dadefc4
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,STUDY_SCHEDULE,RANKED,0.9955964088439941,0.832531750202179,0.16306465864181519,0.037844005309342545,1.0,0.34811962590069856,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,RETRIEVAL_PRACTICE,RANKED,0.9955964088439941,0.8602437973022461,0.13535261154174805,0.025049257001410096,1.0,0.41640000596359994,75,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,VLE_ENGAGEMENT,RANKED,0.9955964088439941,0.8116154670715332,0.18398094177246094,0.022219027108606168,1.0,0.3019202273690612,90,False,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,ASSESSMENT_COMPLETION,RANKED,0.9955964088439941,0.7663178443908691,0.229278564453125,0.014125189387593662,1.0,0.21562487960659416,150,False,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,ADVISOR_ESCALATION,REJECTED,0.9955964088439941,0.9955964088439941,0.0,0.0,1.0,0.9591936038746005,30,True,HUMAN_SUPPORT_ACTION_REQUIRES_POLICY_FALLBACK,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,DIAGNOSTIC_CHECK,REJECTED,0.9955964088439941,0.9955964088439941,0.0,0.0,1.0,0.9591936038746005,45,False,NO_DIRECT_MODEL_FEATURE_EFFECT,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,INSTRUCTOR_CONTACT,REJECTED,0.9955964088439941,0.9955964088439941,0.0,0.0,1.0,0.9591936038746005,30,True,HUMAN_SUPPORT_ACTION_REQUIRES_POLICY_FALLBACK,oulad_ref_d7231c2605a3089026044e4d
000893cbd46c6a972f5c248a0c2d39fe1f4a3ca9a31b88dcc983d60ea7e52de4,BBB-2014B,EARLY_35,0,PROGRESS_MONITORING,REJECTED,0.9955964088439941,0.9955964088439941,0.0,0.0,1.0,0.9591936038746005,20,False,FOLLOW_UP_ACTION_NOT_PRIMARY_INTERVENTION,oulad_ref_d7231c2605a3089026044e4d
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,EARLY_35,0,STUDY_SCHEDULE,RANKED,0.606256365776062,0.3290092349052429,0.2772471308708191,0.006067463585375312,1.0,0.03282701375295238,30,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_e4f8fe01764df11e2eb1d126
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,EARLY_35,0,VLE_ENGAGEMENT,RANKED,0.606256365776062,0.31597644090652466,0.29027992486953735,0.003811609234359315,1.0,0.03282701375295238,90,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_e4f8fe01764df11e2eb1d126
00edcca33817585aa843dc466c67fcc7c261a10405865eaaf898ba855d8976af,CCC-2014B,EARLY_35,0,RETRIEVAL_PRACTICE,RANKED,0.606256365776062,0.3912898898124695,0.21496647596359253,0.0031363144279469156,1.0,0.03282701375295238,75,True,MODEL_ESTIMATED_RISK_REDUCTION,oulad_ref_e4f8fe01764df11e2eb1d126
