outer_fold,role,record_id,source_row
0,outer_train,25583514fb711cf5055024b7,0
0,outer_train,5fa3a0cd35ea322993c58a83,1
0,outer_train,c5a5b7ef344bf052778d3d2e,2
0,outer_train,ae8f4754dee747ea937d41d1,3
0,outer_train,d55d18a461a5386113aa8bb8,4
0,outer_train,3b8b9870fee8a236f8e6685e,5
0,outer_train,fa91eeea11dc0aafdf055634,6
0,outer_train,a333ce2c2dfe6669b3458088,7
0,outer_train,d9b5afee90179d49e3778cee,8
0,outer_train,3ecbf8145baf2f5a660a19e5,9
0,outer_train,6b2a271a79c7fff58cc11b06,10
0,outer_train,05501c8bf5f5ed2319e15e93,11
0,outer_train,2ff152d06f2d9a67fe825401,12
0,outer_train,29eebc2eacd5deaef966201b,14
0,outer_train,563eecdccee0b6c92e2a846d,15
0,outer_train,216943d74954bd92fc8b83d7,16
0,outer_train,db420b41fbb6ac053c3222f8,17
0,outer_train,94123f2c686648889620c97d,18
0,outer_train,32016a27353f006be2192486,19
0,outer_train,269ea7dc25d403fd1f8fb38f,20
0,outer_train,2414d70eb17ed66e9fe4e60f,21
0,outer_train,5b70ab52ef56f0c032f62e99,23
0,outer_train,7fd05acd7613d66b066e2caa,24
0,outer_train,ffa00790e9117278a84a416e,25
0,outer_train,c4d72af24e21d83adc33be65,27
0,outer_train,3d9eb715b79c8eaca0d52c0c,32
0,outer_train,1abffab2044423658aa06a0e,33
0,outer_train,6699149e445b607bb383e91d,34
0,outer_train,1da88f7897cd9f1f74717b00,36
0,outer_train,80527f6c0a4b1e2bf6752a65,37
0,outer_train,f2e1f518841284cbbda861d3,38
0,outer_train,cf8dd309614c3b1deea29858,39
0,outer_train,bdfd12a12472208c9d4127e2,40
0,outer_train,6dcc934e54a36b5d7813606e,41
0,outer_train,af0853ef179d98af73890a93,43
0,outer_train,15f2368b81a9000c4bbedb76,44
0,outer_train,bcf90118f122e9f4cbf6207e,45
0,outer_train,635265ef47d4f4a3da4280e6,46
0,outer_train,2de78aa3c49b60d54544ce1d,47
0,outer_train,49d72e0930f4daa36ba0639e,49
0,outer_train,56efab83aac76b5c3f0fdecb,51
0,outer_train,092591d40e4e78ba79471315,52
0,outer_train,e28633e343de1b13f04cb1e1,54
0,outer_train,fcf0f3bd2928f4688854d27a,55
0,outer_train,8660a1fcbd2a602eb81a3572,56
0,outer_train,9e7d20441ed9917942d4df2c,57
0,outer_train,8f17c79f9abd88301719154f,58
0,outer_train,7489093e620a985d9f852efa,60
0,outer_train,8afd4ccc0c47fe966271226b,61
0,outer_train,a53cecb65e885383285dbda1,62
0,outer_train,2d96e47ba548c2adcfa1bddd,63
0,outer_train,01ec263943a1c4b560e2b383,64
0,outer_train,0d7ce2fe5500c55c21c45ca3,65
0,outer_train,558c093b280dd42bb2181856,66
0,outer_train,dddf5f4ddbbccb7e98562be7,67
0,outer_train,04af01ee4a4d5e4efed3b2ad,68
0,outer_train,d4b9e932332395282e7c69fe,69
0,outer_train,c4b37c80f1ffb7f9b06a6ed9,70
0,outer_train,8f0520fc7d9c57876442877c,71
0,outer_train,2642b554eead1eba4c509443,72
0,outer_train,e008819367446b278f013644,73
0,outer_train,74050ad7f2c657b0585e0c77,74
0,outer_train,c1facf8767c67436e84302dc,75
0,outer_train,5a0a45c29bf310bddc767783,76
